SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,TechSupport,PaperlessBilling,MonthlyCharges,Contract_Risk,PaymentMethod_Electronic check,PaymentMethod_Mailed check,PaymentMethod_Automatic,Churn
0,0,1,14,1,1,1,0,76.1,0,0,0,1,0
0,1,1,72,1,1,1,0,74.55,0,0,1,0,0
0,1,1,22,1,0,0,0,39.2,2,1,0,0,0
0,0,0,2,2,0,0,0,79.55,2,1,0,0,0
0,0,0,15,0,0,0,0,19.6,2,0,1,0,0
0,1,1,51,0,0,0,0,19.55,0,0,0,1,0
0,1,0,70,1,1,1,1,39.15,0,0,0,1,0
0,1,1,71,0,0,0,0,20.1,0,0,0,1,0
0,1,1,39,2,0,1,1,99.95,2,0,0,1,0
0,1,1,61,1,1,0,0,59.8,2,1,0,0,0
0,0,0,52,1,1,0,1,49.75,2,0,0,1,0
0,0,0,1,1,0,0,1,35.75,2,1,0,0,1
0,1,0,64,2,1,1,1,108.5,1,0,1,0,0
0,1,0,62,1,0,1,1,60.15,0,0,0,1,0
0,1,0,30,0,0,0,0,19.05,0,0,1,0,0
1,1,1,4,1,0,0,0,46.0,2,1,0,0,1
1,1,0,63,1,1,1,1,84.0,1,0,0,1,0
0,0,0,1,1,0,0,1,44.55,2,0,0,1,0
0,1,0,15,2,0,1,1,103.45,2,1,0,0,0
0,1,1,27,2,1,0,1,80.65,1,0,0,1,0
0,0,1,4,1,1,0,1,57.2,2,0,1,0,0
0,1,0,72,2,1,0,1,110.75,0,1,0,0,0
1,1,0,45,0,0,0,0,24.7,1,0,0,1,0
1,0,0,45,2,1,1,1,97.05,2,1,0,0,0
0,0,0,36,1,1,1,1,76.35,1,0,1,0,0
0,1,1,17,2,1,0,1,89.4,2,1,0,0,1
0,0,0,1,0,0,0,0,18.9,2,0,1,0,0
1,0,0,16,2,0,0,1,74.45,2,0,0,1,0
0,0,0,3,0,0,0,1,19.8,2,0,1,0,1
0,1,1,4,1,0,0,1,50.9,2,1,0,0,1
0,1,0,71,1,1,1,1,84.4,0,0,0,1,0
0,1,1,10,0,0,0,1,24.4,2,0,1,0,0
0,1,1,20,0,0,0,0,20.05,0,0,1,0,0
0,0,0,4,2,0,0,1,81.0,2,1,0,0,1
0,0,0,26,2,0,0,1,98.35,2,1,0,0,1
0,0,0,4,1,0,0,0,55.5,2,0,0,1,0
0,0,0,5,1,0,0,1,51.0,2,0,1,0,1
0,1,0,4,2,0,0,1,91.65,2,1,0,0,1
1,1,0,29,2,0,0,1,84.3,2,1,0,0,0
0,0,0,2,2,1,0,0,100.2,2,1,0,0,0
0,0,0,29,0,0,0,0,19.4,0,0,1,0,0
0,0,1,1,2,0,0,1,90.85,2,1,0,0,1
0,0,0,1,2,0,0,0,69.4,2,0,1,0,1
1,0,0,8,2,0,0,1,94.45,2,0,0,1,1
0,0,0,13,0,0,0,1,20.4,2,1,0,0,0
0,1,0,59,2,1,0,1,94.75,2,1,0,0,0
0,1,1,1,0,0,0,1,20.15,2,0,0,1,1
1,0,0,50,2,0,0,1,95.7,2,1,0,0,1
0,1,0,18,1,0,0,1,44.35,2,0,0,1,0
0,1,1,17,1,1,0,0,74.55,2,0,1,0,0
0,1,0,47,1,0,0,0,73.6,0,1,0,0,0
0,0,0,26,2,0,0,1,74.95,2,0,0,1,1
0,0,0,6,1,0,0,1,47.95,2,1,0,0,1
0,1,1,19,1,0,0,0,50.1,2,0,0,1,0
0,0,0,3,1,0,1,1,63.6,2,1,0,0,1
1,1,1,68,1,0,0,1,53.0,0,1,0,0,0
0,1,0,2,0,0,0,0,19.85,2,0,0,1,0
0,0,0,7,1,0,0,1,24.35,1,0,0,1,0
0,0,0,18,0,0,0,1,19.55,2,0,1,0,0
0,1,0,71,0,0,0,0,25.05,0,0,0,1,0
1,1,0,13,2,1,0,0,93.8,2,0,0,1,0
0,0,0,3,1,0,1,1,36.85,2,0,1,0,1
0,1,0,72,2,0,0,1,103.75,0,0,0,1,0
0,1,1,66,1,0,0,1,56.75,0,0,0,1,0
0,1,1,24,0,0,0,1,20.8,1,0,0,1,0
0,0,0,1,1,0,0,1,44.1,2,1,0,0,1
0,1,1,56,0,0,0,1,24.45,0,0,1,0,0
1,1,0,22,0,0,0,0,25.6,1,0,0,1,0
0,0,0,14,1,0,0,1,50.75,2,1,0,0,1
1,1,0,61,2,0,0,1,104.4,1,0,0,1,1
1,1,0,40,1,0,0,1,39.3,2,1,0,0,1
0,0,0,42,1,1,0,0,59.65,2,0,0,1,0
0,1,1,72,1,1,1,1,83.3,0,0,0,1,0
0,0,0,12,2,0,1,1,79.55,2,0,0,1,0
0,1,0,71,0,0,0,0,24.45,0,0,0,1,0
0,1,0,26,0,0,0,0,19.2,1,0,1,0,0
0,0,1,7,1,1,0,0,29.8,2,0,1,0,0
0,1,1,6,1,0,0,0,45.5,2,0,1,0,0
0,0,0,58,2,1,0,1,106.45,1,1,0,0,1
0,1,0,51,1,0,0,1,30.05,2,0,0,1,0
0,1,1,72,1,1,1,1,65.65,0,0,0,1,0
0,0,0,18,2,1,0,1,96.05,2,1,0,0,1
0,0,0,7,2,0,0,1,75.1,2,0,0,1,1
0,0,0,47,1,1,1,0,74.05,0,0,1,0,0
1,0,0,2,1,0,0,1,44.7,2,1,0,0,1
1,0,0,62,2,0,1,1,110.75,1,0,0,1,0
0,1,1,16,0,0,0,0,19.7,0,0,1,0,0
0,0,0,6,1,0,1,1,49.5,2,0,0,1,0
0,0,0,19,1,0,1,1,55.0,2,0,0,1,1
0,1,1,69,1,1,0,1,43.95,0,0,0,1,0
0,1,1,11,2,0,0,1,74.35,2,1,0,0,1
0,1,0,64,2,0,1,1,111.15,2,1,0,0,0
0,1,0,39,2,1,1,1,104.7,1,0,0,1,1
0,0,0,15,1,1,0,1,55.7,2,0,1,0,1
0,0,0,25,0,0,0,0,20.6,2,0,1,0,0
0,0,0,6,0,0,0,0,19.65,0,0,0,1,0
0,1,0,66,2,1,1,0,115.8,1,0,0,1,0
0,0,0,61,1,0,1,0,88.65,0,0,0,1,0
1,1,0,43,2,1,0,1,94.5,2,1,0,0,0
0,0,0,12,0,0,0,0,20.1,2,0,1,0,0
1,0,0,23,1,0,0,1,34.65,2,0,0,1,0
1,1,0,71,1,0,0,1,52.3,2,0,0,1,0
0,0,0,34,1,0,1,0,65.0,2,0,1,0,0
0,0,0,5,0,0,0,0,19.85,2,0,0,1,1
0,1,0,41,1,0,1,0,35.45,1,0,1,0,0
0,1,1,72,0,0,0,0,19.7,0,0,0,1,0
1,0,0,14,2,0,0,1,95.6,2,1,0,0,0
0,0,0,41,0,0,0,1,19.85,0,0,1,0,0
0,1,1,23,2,1,0,0,81.85,1,0,0,1,0
0,1,1,71,2,1,1,0,109.3,0,0,0,1,0
0,0,0,1,2,0,0,1,70.3,2,1,0,0,1
0,1,0,72,0,0,0,0,25.4,0,0,1,0,0
0,1,1,6,2,0,0,1,69.8,2,1,0,0,0
0,1,1,23,0,0,0,1,20.0,1,0,0,1,0
1,1,0,10,2,0,0,0,85.55,2,1,0,0,1
0,0,0,72,2,1,1,1,109.9,0,1,0,0,0
0,1,0,7,1,1,0,1,50.3,2,0,0,1,0
0,0,1,6,2,0,0,0,94.5,2,0,1,0,1
0,1,1,9,2,0,1,1,101.5,2,1,0,0,0
0,0,0,12,2,0,0,1,89.15,2,1,0,0,0
0,0,0,1,0,0,0,1,19.4,2,0,1,0,0
1,1,1,48,1,0,0,0,29.9,1,0,0,1,0
0,0,0,20,2,0,0,0,78.8,2,1,0,0,0
1,1,0,16,2,0,0,1,85.35,2,0,0,1,1
0,0,0,2,2,0,0,1,79.65,2,0,1,0,1
0,0,0,10,0,0,0,1,19.3,1,0,1,0,0
1,0,0,2,2,0,0,1,79.6,2,1,0,0,1
0,1,1,20,2,0,1,0,96.8,2,0,1,0,0
0,1,0,20,0,0,0,0,20.65,1,0,1,0,0
0,1,1,19,0,0,0,0,19.8,1,0,1,0,0
1,0,0,19,2,1,0,1,90.6,2,1,0,0,1
0,1,0,22,2,1,1,1,104.6,2,1,0,0,0
0,0,0,35,2,0,1,0,80.05,2,0,0,1,0
0,0,0,1,1,0,0,0,45.15,2,0,1,0,0
0,0,0,39,2,0,0,1,73.15,2,0,0,1,0
1,1,0,54,2,0,1,1,99.1,1,1,0,0,0
0,0,0,1,0,0,0,1,20.2,2,0,0,1,1
0,1,0,66,2,1,0,1,106.05,0,0,0,1,1
0,0,0,56,2,1,1,1,105.35,2,0,1,0,0
0,0,1,18,1,0,0,1,45.65,2,0,0,1,0
0,1,1,16,2,0,0,1,79.95,2,0,0,1,0
0,0,0,68,1,1,0,1,54.45,1,0,0,1,0
1,1,0,53,0,0,0,0,25.1,0,0,0,1,0
0,1,1,72,1,1,1,0,84.7,0,0,0,1,0
0,0,0,9,2,0,0,1,75.85,2,1,0,0,0
0,0,0,30,1,1,0,1,48.8,2,0,1,0,0
0,0,0,36,2,0,0,1,99.15,2,1,0,0,1
0,0,0,18,1,0,1,1,35.2,2,1,0,0,0
1,1,1,55,1,1,1,0,76.25,1,1,0,0,0
0,1,0,39,1,1,0,0,55.9,2,1,0,0,1
0,0,0,21,2,0,0,1,82.35,2,1,0,0,1
0,0,0,2,1,0,1,1,40.4,2,0,0,1,1
1,0,0,33,0,0,0,1,24.9,1,0,0,1,0
0,1,0,44,1,0,0,0,54.3,0,0,0,1,0
0,1,1,30,1,1,1,0,66.3,2,0,0,1,0
0,1,0,71,0,0,0,1,20.9,0,0,0,1,0
0,0,0,4,2,0,0,0,75.35,2,1,0,0,1
0,0,1,35,2,0,0,1,85.15,1,1,0,0,1
0,1,0,1,2,0,0,0,75.35,2,0,0,1,0
1,1,0,23,2,0,0,1,104.45,2,1,0,0,0
0,0,1,22,1,0,0,1,49.45,1,0,0,1,0
0,0,1,49,0,0,0,0,19.45,1,0,0,1,0
0,1,1,42,2,0,0,1,92.15,2,1,0,0,0
0,1,1,33,2,0,0,1,93.8,1,1,0,0,1
0,1,1,7,0,0,0,0,19.85,0,0,1,0,0
0,1,1,67,2,1,1,1,100.25,1,0,0,1,0
0,0,0,15,2,0,1,0,95.7,2,1,0,0,0
0,1,0,67,2,0,0,1,93.15,0,1,0,0,0
0,1,1,53,1,1,1,1,69.7,0,0,1,0,0
0,1,1,21,0,0,0,0,19.8,1,0,1,0,0
0,1,1,40,1,1,1,1,71.35,2,0,1,0,0
0,1,1,22,0,0,0,0,20.75,1,0,0,1,0
0,0,0,39,1,0,1,1,40.6,2,1,0,0,0
0,0,0,45,0,0,0,1,20.4,1,1,0,0,1
0,1,0,2,0,0,0,0,20.35,2,0,1,0,0
0,1,1,57,0,0,0,0,19.75,0,0,0,1,0
0,1,1,8,1,0,0,1,54.4,2,1,0,0,0
1,1,0,7,2,1,0,1,94.7,2,0,0,1,1
0,0,0,6,1,0,0,1,30.5,2,0,0,1,1
0,1,1,7,0,0,0,0,20.45,2,0,1,0,0
0,0,0,49,1,0,1,1,66.15,0,0,0,1,0
0,0,0,65,2,1,1,1,89.85,1,1,0,0,0
0,0,0,55,1,0,0,0,45.05,1,0,0,1,0
0,1,1,71,1,1,1,0,86.85,0,0,0,1,0
0,0,0,35,2,1,1,1,96.75,2,0,1,0,0
1,0,0,3,2,0,0,1,77.0,2,1,0,0,1
0,0,1,11,0,0,0,0,20.1,2,0,0,1,1
0,0,0,1,2,0,0,0,75.3,2,1,0,0,1
0,0,0,17,2,1,1,1,106.65,2,0,0,1,0
0,1,0,72,2,1,1,1,110.15,0,0,0,1,0
0,1,1,28,2,1,0,1,82.85,1,0,0,1,0
0,1,0,18,0,0,0,0,20.1,0,0,1,0,0
1,1,0,40,2,0,1,1,99.2,1,0,0,1,1
0,0,0,52,1,0,0,1,59.45,2,1,0,0,0
0,1,0,47,1,0,0,1,58.6,2,0,0,1,0
0,0,0,23,1,0,0,0,49.7,2,0,0,1,0
0,1,1,66,1,1,1,0,65.85,0,0,1,0,0
0,0,0,8,2,0,0,1,73.5,2,1,0,0,0
1,0,0,47,2,1,0,0,85.5,2,0,1,0,1
0,0,0,7,0,0,0,0,20.05,2,0,1,0,1
0,1,1,71,2,1,1,0,113.65,0,0,0,1,0
1,0,0,50,2,1,0,1,83.4,2,1,0,0,0
0,1,0,46,1,1,1,0,65.65,0,0,1,0,0
0,0,0,1,2,0,0,0,70.4,2,1,0,0,1
0,0,0,66,1,1,1,1,61.35,0,0,0,1,0
0,1,0,42,2,0,1,1,85.9,2,0,0,1,0
0,0,0,5,2,0,1,1,75.65,2,0,1,0,0
0,1,1,7,1,1,0,1,49.75,1,1,0,0,1
0,0,0,29,1,0,0,0,70.9,1,0,0,1,0
0,1,1,27,1,0,0,0,49.85,2,0,1,0,0
1,0,0,15,2,0,0,1,75.3,2,0,0,1,1
0,1,1,25,0,0,0,0,20.1,0,0,1,0,0
0,1,0,11,2,0,0,1,94.0,2,1,0,0,1
0,1,0,57,2,1,1,1,103.05,2,1,0,0,0
0,0,0,67,2,1,1,1,118.35,1,0,0,1,1
1,1,0,47,2,0,0,0,99.7,2,1,0,0,0
0,0,0,13,2,0,0,1,81.9,2,0,1,0,0
0,0,0,8,1,1,0,1,30.45,2,1,0,0,1
0,1,0,44,2,0,0,1,96.1,2,1,0,0,1
0,1,1,71,1,1,0,1,66.2,1,1,0,0,0
1,1,0,24,2,0,0,1,104.25,2,1,0,0,1
1,0,0,15,2,0,0,1,80.2,2,1,0,0,1
0,0,0,1,0,0,0,0,19.75,2,1,0,0,0
1,0,0,2,2,0,0,1,72.6,2,0,1,0,0
1,0,0,55,2,1,1,1,116.5,2,1,0,0,0
1,0,0,71,2,0,1,1,106.8,0,1,0,0,0
0,1,1,50,0,0,0,0,24.95,0,0,1,0,0
0,0,0,1,2,0,0,1,89.25,2,1,0,0,0
0,0,0,5,0,0,0,1,19.25,2,0,1,0,0
0,0,0,66,2,1,1,1,104.55,1,0,0,1,0
0,1,1,49,1,1,1,1,87.2,1,0,1,0,0
1,1,0,3,1,0,0,1,30.75,2,1,0,0,0
0,1,1,66,0,0,0,1,25.7,1,0,0,1,0
0,0,1,11,2,0,0,0,86.2,2,1,0,0,0
0,0,0,28,1,0,1,1,30.1,2,0,0,1,0
0,1,0,65,2,1,0,1,99.35,0,1,0,0,0
0,0,0,62,0,0,0,1,19.2,0,0,0,1,0
0,1,0,2,0,0,0,0,20.1,2,0,0,1,0
0,0,0,2,0,0,0,0,20.35,2,0,0,1,0
0,1,1,55,0,0,0,1,25.65,0,0,0,1,0
1,1,0,41,2,0,0,1,94.55,2,1,0,0,0
0,1,1,17,2,1,0,1,104.2,2,1,0,0,1
0,0,0,30,2,0,1,1,94.4,1,0,0,1,0
0,0,0,17,1,1,0,0,56.1,1,0,1,0,0
0,1,1,16,1,1,1,0,68.25,0,0,0,1,0
0,0,0,72,0,0,0,0,24.75,0,0,0,1,0
0,0,0,9,2,0,0,1,76.25,2,1,0,0,0
0,0,0,1,2,0,0,0,74.35,2,1,0,0,0
0,0,1,23,1,0,1,0,54.15,2,1,0,0,0
0,0,1,8,0,0,0,0,19.45,2,0,0,1,0
0,1,1,19,1,1,0,1,34.95,2,0,1,0,0
0,0,0,7,1,1,0,1,53.65,2,1,0,0,0
1,0,0,1,2,0,0,1,69.65,2,1,0,0,1
0,0,0,61,2,1,0,0,104.0,1,1,0,0,0
0,1,0,57,1,1,1,1,70.35,0,0,0,1,0
0,0,0,9,2,0,0,1,80.8,2,1,0,0,1
0,0,1,15,1,1,0,0,64.85,1,0,1,0,0
0,0,0,1,0,0,0,0,19.65,2,0,1,0,0
0,1,0,12,1,0,0,0,45.9,2,0,0,1,0
0,0,0,54,0,0,0,0,20.0,0,0,1,0,0
0,1,1,4,1,0,0,0,44.8,2,1,0,0,0
0,0,0,7,2,0,0,1,80.3,2,0,1,0,1
0,1,0,20,0,0,0,0,20.35,1,0,1,0,0
0,0,1,26,1,1,1,0,45.8,2,0,1,0,0
1,1,0,36,2,0,0,1,84.1,2,1,0,0,1
0,1,0,53,2,0,1,1,108.95,1,0,0,1,0
0,0,0,3,1,0,1,1,69.35,2,1,0,0,1
0,0,0,68,1,1,1,0,64.35,0,0,0,1,0
0,1,1,72,1,1,1,1,90.8,0,0,0,1,0
0,0,0,12,0,0,0,0,24.95,1,0,0,1,0
1,1,1,34,2,0,0,1,79.6,2,0,1,0,1
0,1,0,68,2,1,0,1,84.7,0,0,0,1,0
0,0,1,50,1,1,1,1,70.8,1,0,0,1,0
1,0,0,1,1,0,0,1,36.45,2,1,0,0,1
1,0,0,41,2,0,0,1,104.4,2,1,0,0,0
1,1,0,30,2,0,1,1,101.5,2,1,0,0,0
0,0,0,1,1,0,0,0,54.3,2,1,0,0,0
1,1,1,29,2,0,0,1,103.95,2,1,0,0,0
0,1,1,23,1,1,1,1,91.1,0,0,0,1,0
0,0,1,60,0,0,0,0,19.95,0,0,1,0,0
0,1,0,72,0,0,0,0,26.45,0,0,0,1,0
0,0,1,22,2,0,0,1,89.4,2,1,0,0,1
0,0,0,72,1,1,1,1,75.1,0,0,0,1,0
1,0,0,66,2,0,0,0,108.1,1,0,0,1,0
0,1,0,72,2,0,1,1,110.15,0,1,0,0,0
1,1,0,47,2,1,0,0,80.35,2,1,0,0,1
0,0,0,51,2,0,1,1,111.5,1,1,0,0,0
0,1,1,70,2,0,0,1,106.5,1,1,0,0,0
0,0,0,9,0,0,0,1,19.9,1,1,0,0,0
0,1,1,59,2,1,1,1,111.1,0,0,1,0,0
0,0,1,3,1,0,1,0,70.7,2,0,1,0,0
1,1,0,38,1,0,0,1,24.85,2,1,0,0,0
0,0,0,37,2,1,0,0,91.2,2,0,0,1,0
0,0,0,37,1,1,1,0,65.6,0,0,0,1,0
1,1,0,24,1,0,0,1,40.65,2,0,0,1,1
0,1,1,14,1,1,1,0,59.45,2,0,0,1,0
0,1,0,72,2,1,1,1,109.95,0,0,0,1,0
0,1,0,53,1,0,1,1,60.45,1,1,0,0,1
0,1,0,8,2,0,0,1,84.9,2,1,0,0,1
0,1,1,72,1,1,0,0,38.5,0,0,0,1,0
1,1,0,17,2,0,0,1,92.55,2,1,0,0,0
0,1,1,2,2,0,0,1,73.55,2,0,0,1,1
0,1,0,8,0,0,0,0,20.15,2,0,0,1,1
0,1,0,48,1,0,0,0,34.7,1,0,1,0,1
0,0,0,10,0,0,0,1,24.5,2,0,1,0,0
0,1,1,0,0,0,0,1,19.7,1,0,1,0,0
0,0,0,1,0,0,0,0,20.6,2,0,1,0,0
0,0,0,29,1,1,1,0,58.0,1,0,0,1,0
1,1,1,65,2,0,0,1,107.45,1,1,0,0,0
0,0,0,8,1,1,0,1,65.5,2,0,0,1,0
0,1,0,61,0,0,0,0,25.45,0,0,0,1,0
1,0,0,45,2,0,0,1,100.15,1,0,0,1,0
0,1,1,72,2,0,0,1,104.45,1,0,0,1,0
0,1,1,12,0,0,0,1,21.15,2,1,0,0,0
0,0,0,7,2,0,0,0,96.2,2,1,0,0,0
0,0,0,9,1,0,0,1,44.4,2,0,1,0,0
1,1,0,43,2,0,1,1,107.55,1,1,0,0,1
0,1,1,58,2,0,1,0,94.35,0,0,0,1,0
1,1,0,16,2,0,0,1,98.75,2,1,0,0,1
0,1,1,2,0,0,0,0,20.3,2,0,1,0,0
0,1,0,8,2,0,0,0,101.15,2,1,0,0,1
0,1,0,40,2,1,0,0,105.75,1,0,0,1,0
0,0,0,9,2,1,0,1,81.15,2,1,0,0,0
0,0,0,41,2,0,1,1,89.55,1,1,0,0,0
0,0,0,26,1,0,0,1,54.75,2,0,0,1,0
0,1,0,33,1,0,1,1,53.75,1,0,0,1,0
0,1,1,68,2,0,1,0,105.75,1,0,0,1,0
1,1,0,65,2,0,1,1,105.85,0,0,0,1,0
0,0,0,55,1,0,1,1,64.2,1,1,0,0,0
0,0,0,20,2,0,0,1,88.7,2,1,0,0,1
0,0,0,19,2,0,1,1,87.7,1,0,0,1,0
0,0,0,45,2,0,0,1,89.3,2,0,0,1,0
0,1,1,70,0,0,0,1,20.15,0,0,0,1,0
0,0,0,2,2,0,0,1,79.75,2,1,0,0,1
0,0,0,27,2,0,0,1,94.55,2,0,1,0,1
0,1,0,12,0,0,0,1,20.05,0,1,0,0,0
0,0,1,72,1,1,1,0,67.2,0,0,0,1,0
0,0,0,12,2,0,0,0,94.55,2,1,0,0,0
1,0,0,5,2,0,0,1,69.05,2,0,1,0,1
1,1,0,71,2,1,0,1,107.5,2,1,0,0,0
1,0,0,35,1,0,1,1,73.0,1,1,0,0,0
0,1,1,70,2,1,1,0,114.75,0,0,0,1,0
0,0,0,31,2,0,0,1,76.05,2,1,0,0,0
0,1,1,52,2,0,1,1,96.25,0,0,0,1,1
1,0,0,37,2,0,0,1,101.1,2,1,0,0,1
0,0,0,69,2,0,1,1,104.7,1,0,0,1,1
1,1,0,30,2,0,0,0,77.9,2,0,1,0,0
0,0,0,33,2,1,0,1,90.65,2,1,0,0,0
1,1,0,54,2,0,1,1,110.45,0,1,0,0,0
0,0,0,59,1,1,1,0,68.7,1,0,0,1,0
1,0,0,55,1,1,0,1,44.85,2,1,0,0,0
1,1,0,69,1,0,0,1,29.8,1,0,0,1,0
0,0,0,66,2,0,0,1,88.9,1,0,0,1,0
0,1,1,37,1,1,1,1,58.75,1,0,1,0,0
1,1,0,9,0,0,0,0,19.85,1,0,0,1,0
0,1,1,69,1,1,1,0,86.9,0,0,0,1,0
0,0,0,10,1,0,0,1,59.65,2,0,1,0,0
0,0,1,40,1,1,0,1,55.25,2,0,1,0,1
0,0,1,13,1,0,0,0,66.4,2,0,0,1,0
0,0,0,6,2,0,0,1,90.1,2,1,0,0,1
0,1,1,69,0,0,0,0,20.15,0,0,0,1,0
1,1,0,66,2,0,1,1,108.1,1,0,0,1,0
0,0,0,11,1,0,0,0,53.75,2,1,0,0,1
0,1,1,46,1,1,1,0,56.9,1,0,1,0,0
0,0,0,6,2,0,0,0,89.3,2,1,0,0,1
0,1,1,56,2,1,1,1,109.6,2,0,1,0,0
0,1,1,70,0,0,0,0,25.15,0,0,0,1,0
0,1,1,33,1,0,1,1,79.15,1,1,0,0,0
0,1,1,72,1,1,1,0,66.75,0,0,0,1,0
0,1,0,3,2,0,0,1,95.2,2,1,0,0,1
0,0,1,19,1,0,1,0,48.8,2,0,1,0,0
1,0,0,5,1,0,0,0,45.7,2,1,0,0,1
0,1,0,71,1,0,1,1,80.7,0,0,0,1,0
0,1,0,8,2,1,0,1,74.5,2,1,0,0,1
0,0,0,1,0,0,0,0,20.55,2,0,0,1,0
0,0,0,1,2,0,0,1,79.65,2,1,0,0,1
0,0,0,61,2,1,1,1,115.1,1,0,1,0,0
0,1,1,71,1,1,1,0,59.7,0,0,0,1,0
0,1,0,68,2,0,0,0,86.45,1,0,0,1,0
0,0,0,46,1,0,1,0,33.7,1,0,0,1,0
0,0,0,33,2,1,0,0,80.1,1,0,0,1,0
0,1,1,53,2,1,1,1,104.05,0,0,0,1,0
1,1,0,50,2,1,0,0,108.75,2,0,0,1,0
0,0,0,57,1,1,1,1,41.1,1,0,0,1,0
0,1,1,54,0,0,0,1,20.35,0,0,0,1,0
1,1,0,60,2,0,0,1,105.9,2,1,0,0,0
1,1,0,28,2,0,1,1,101.3,2,0,0,1,1
0,1,1,1,2,0,0,1,80.05,2,0,1,0,1
0,1,1,29,2,0,0,1,89.2,2,1,0,0,1
0,1,1,10,1,0,1,1,65.5,2,1,0,0,0
0,0,1,43,1,1,0,1,40.45,2,1,0,0,0
1,1,0,13,2,0,0,0,70.45,2,0,0,1,0
0,1,0,43,1,1,1,1,78.8,0,1,0,0,0
0,1,1,19,2,0,0,1,83.65,2,1,0,0,1
0,1,1,1,2,0,0,1,90.1,2,1,0,0,0
0,0,0,69,1,1,1,1,82.45,0,0,0,1,0
0,1,0,61,0,0,0,0,20.25,0,0,0,1,0
0,1,0,43,1,1,1,0,66.25,2,0,0,1,0
0,1,0,6,0,0,0,0,19.5,2,0,0,1,1
0,0,0,1,1,0,1,0,51.25,2,0,1,0,1
0,1,0,56,2,0,0,0,89.7,2,0,1,0,0
0,1,0,70,1,1,1,0,64.55,0,0,0,1,0
0,0,0,1,1,0,0,1,45.6,2,1,0,0,1
0,1,1,49,2,0,0,1,93.65,1,1,0,0,0
0,0,0,6,1,0,1,1,49.65,2,0,0,1,1
0,1,1,32,1,1,1,0,73.6,0,0,1,0,0
1,1,0,72,2,1,1,1,109.75,0,0,1,0,0
0,0,1,37,1,1,1,0,61.45,0,0,0,1,0
0,1,0,69,2,1,1,1,106.4,1,0,0,1,0
0,1,0,26,1,0,1,0,81.9,2,0,0,1,0
0,1,1,58,2,0,0,1,105.2,1,0,0,1,0
0,0,0,24,1,0,1,0,54.6,1,0,0,1,0
0,1,1,5,0,0,0,0,20.55,1,1,0,0,0
0,1,1,15,0,0,0,1,20.0,2,1,0,0,1
0,1,1,30,0,0,0,0,19.7,0,0,1,0,0
0,1,0,55,1,1,1,1,66.05,1,0,0,1,0
0,1,0,25,1,0,0,1,34.0,2,0,0,1,1
1,1,0,10,2,0,1,1,92.5,2,0,1,0,1
0,1,1,44,1,1,1,1,54.05,0,0,0,1,0
0,0,0,47,1,1,1,1,58.9,1,0,1,0,0
0,1,1,13,2,0,0,0,88.35,2,1,0,0,1
0,1,1,49,2,0,1,1,107.95,0,0,0,1,1
0,1,0,64,2,1,1,1,96.9,1,0,1,0,0
0,0,0,1,0,0,0,0,19.1,2,0,1,0,0
0,0,0,20,1,0,1,0,50.0,2,0,1,0,0
0,1,0,37,1,1,1,0,45.4,0,1,0,0,0
0,1,1,30,2,0,0,0,85.45,2,1,0,0,0
0,0,0,38,1,1,0,0,84.1,1,0,0,1,0
1,0,0,1,2,0,0,1,74.45,2,0,1,0,1
0,0,0,37,1,0,0,1,64.75,2,1,0,0,1
0,1,0,52,1,1,1,0,66.25,0,0,0,1,0
0,0,1,71,1,1,1,1,76.9,0,0,0,1,0
0,0,0,26,2,0,0,0,89.8,2,1,0,0,1
0,0,0,66,1,1,0,1,74.6,0,0,0,1,0
0,1,0,72,2,1,1,1,116.95,0,0,0,1,0
0,0,1,25,1,1,0,1,40.65,1,0,0,1,0
0,1,1,69,2,1,1,1,114.35,0,0,0,1,0
0,1,1,53,1,1,0,0,69.7,0,0,0,1,0
0,0,0,12,2,0,0,0,95.5,1,0,1,0,1
0,0,0,26,2,0,1,1,98.65,2,1,0,0,0
0,0,0,21,1,0,0,0,61.65,2,0,1,0,0
0,0,1,1,2,0,0,1,89.35,2,1,0,0,0
0,0,0,48,2,1,1,1,95.4,2,1,0,0,0
0,1,0,26,1,1,0,0,35.4,1,0,0,1,0
0,1,0,60,0,0,0,0,19.95,0,0,1,0,0
0,0,0,18,0,0,0,0,19.25,2,0,1,0,0
1,0,0,10,1,0,1,1,29.65,2,1,0,0,1
0,1,1,5,2,1,0,1,84.5,2,1,0,0,1
0,0,1,4,0,0,0,1,20.4,1,0,1,0,0
0,1,1,65,0,0,0,0,24.75,0,0,0,1,0
0,1,1,70,0,0,0,0,25.35,0,0,1,0,0
0,0,0,18,2,0,0,1,90.7,2,0,0,1,1
0,0,1,62,0,0,0,0,20.0,0,0,0,1,0
0,1,1,66,1,1,0,1,59.75,0,1,0,0,0
0,1,1,65,1,1,1,1,82.5,0,0,0,1,0
1,0,0,3,2,0,0,1,70.3,2,1,0,0,1
0,0,0,34,0,0,0,0,20.35,2,0,1,0,0
0,1,1,16,2,0,0,1,90.8,2,0,0,1,0
0,0,0,54,2,1,0,1,103.95,1,0,0,1,1
1,0,0,50,2,0,1,1,104.95,2,1,0,0,0
0,1,0,71,2,0,1,1,105.25,0,1,0,0,0
0,0,0,10,2,0,0,1,74.75,2,1,0,0,1
